Date,Time,Booking_ID,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,Avg_VTAT,Avg_CTAT,Canceled_Rides_by_Customer,Reason_for_Canceling_by_Customer,Driver_Not_Moving_Toward_Pickup,Driver_Asked_to_Cancel,AC_Not_Working,Canceled_Rides_by_Driver,Reason_for_Canceling_by_Driver,Incomplete_Rides,Incomplete_Ride_Reason,Booking_Value_INR,Ride_Distance_km,Driver_Rating,Customer_Rating,Overall_Booking_Status
05-10-2025,23:55,CNR4622817020,CUST77396,Auto,Peenya,HSR Sector 2,13.27,15.97,0,,No,No,No,0,,0,,491.77,15.25,4,3.3,Success
05-10-2025,23:38,CNR1905744714,CUST21523,Auto,Basavanagudi,Brookefield,,,0,,No,No,No,1,Customer Related Issue,0,,733.13,3.13,,,Cancelled by Driver
07-10-2025,22:51,CNR5376014510,CUST75065,Auto,Cox Town,Yeshwanthpur,,,0,,No,No,No,0,,1,Customer Demand,126.76,2.39,,,Incomplete
12-10-2025,13:54,CNR6690745419,CUST25918,Auto,Hoodi,KR Puram,10.39,14.7,0,,No,No,No,0,,0,,358.46,1.82,4,3.8,Success
20-10-2025,15:29,CNR5704770250,CUST34434,Auto,Kalyan Nagar,Whitefield,9.22,20.15,0,,No,No,No,0,,0,,432.44,9.79,3.5,3,Success
12-10-2025,11:14,CNR2914958952,CUST34876,Prime Plus,Richmond Town,JP Nagar,3.32,15.72,0,,No,No,No,0,,0,,184.12,18.77,3.3,3.3,Success
09-10-2025,13:08,CNR1005180252,CUST65337,Mini,BTM 2nd Stage,Bellandur,2.2,19.99,0,,No,No,No,0,,0,,104.78,15.7,3.6,5,Success
04-10-2025,03:48,CNR6189840842,CUST80525,Mini,Banashankari,JP Nagar,10.42,16.4,0,,No,No,No,0,,0,,143.63,2.99,3.8,4.6,Success
08-10-2025,00:09,CNR6293467662,CUST36079,Auto,Lalbagh,Indiranagar,12.61,7.44,0,,No,No,No,0,,0,,327.85,19.19,4.6,3.1,Success
19-10-2025,15:14,CNR3539057496,CUST63556,Auto,JP Nagar,Marathahalli,13.57,20.48,0,,No,No,No,0,,0,,616.47,16.73,3.8,3.6,Success
22-10-2025,23:21,CNR3843852812,CUST66262,Mini,Rajajinagar,MG Road,3.92,22.68,0,,No,No,No,0,,0,,426.8,17.17,3.5,3.4,Success
01-10-2025,17:47,CNR3923461995,CUST96983,eBike,Brookefield,Ulsoor,4.1,15.9,0,,No,No,No,0,,0,,651.58,16.39,3.1,4.2,Success
23-10-2025,02:03,CNR5645281082,CUST79852,eBike,Richmond Town,Malleshwaram,,,0,,No,No,No,1,Customer Sick/Coughing,0,,415.74,19.12,,,Cancelled by Driver
11-10-2025,14:51,CNR4485453320,CUST20007,Prime Plus,Malleshwaram,Brookefield,,,1,Wrong Address,Yes,No,No,0,,0,,495.44,11.02,,,Cancelled by Customer
23-10-2025,22:37,CNR9998119519,CUST35816,Prime Plus,Peenya,Malleshwaram,12.75,17.44,0,,No,No,No,0,,0,,500.89,4.18,3.2,3.7,Success
13-10-2025,01:09,CNR3268606882,CUST76290,Mini,Electronic City,Kundalahalli,,,0,,No,No,No,1,Too Many People,0,,337.36,11.77,,,Cancelled by Driver
18-10-2025,09:31,CNR4908174290,CUST79769,Auto,CV Raman Nagar,Lalbagh,5.06,21.63,0,,No,No,No,0,,0,,436.22,3.55,4.6,4.4,Success
21-10-2025,11:26,CNR3779089269,CUST84698,Auto,KR Puram,HSR Layout,12.44,22.17,0,,No,No,No,0,,0,,390.19,6.15,3.2,4.8,Success
20-10-2025,15:54,CNR7545447550,CUST47294,Prime Plus,Koramangala,Richmond Town,7.75,22.83,0,,No,No,No,0,,0,,770.78,10.44,3.8,4.5,Success
10-10-2025,20:50,CNR6581741869,CUST14947,Prime SUV,BTM 2nd Stage,Kalyan Nagar,,,1,Wrong Address,No,No,No,0,,0,,198.72,7.8,,,Cancelled by Customer
13-10-2025,00:58,CNR4016168007,CUST26422,Prime Plus,Bellandur,Ramamurthy Nagar,,,0,,No,No,No,0,,1,Vehicle Breakdown,120,3.53,,,Incomplete
25-10-2025,22:30,CNR6856261791,CUST78214,Auto,BTM 2nd Stage,Yeshwanthpur,7.41,8.33,0,,No,No,No,0,,0,,166.68,5.86,3.9,4.1,Success
12-10-2025,21:30,CNR7330700240,CUST53377,eBike,Basavanagudi,Bannerghatta Road,7.43,8.08,0,,No,No,No,0,,0,,443.65,9.16,3.8,3.1,Success
13-10-2025,01:11,CNR6495475092,CUST99332,Prime SUV,KR Puram,HSR Layout,4.75,6.53,0,,No,Yes,No,0,,0,,343.4,15.55,4.6,4.1,Success
02-10-2025,02:16,CNR5109285530,CUST56000,eBike,MG Road,HSR Sector 2,2.29,24.54,0,,No,No,No,0,,0,,164.54,17.53,4.7,3.9,Success
03-10-2025,15:58,CNR5786566280,CUST85098,Mini,Mahadevapura,Electronic City,3.12,20.31,0,,No,No,No,0,,0,,537.76,13.38,4.1,3.7,Success
29-10-2025,08:48,CNR7577584467,CUST54654,Prime SUV,Nagawara,Domlur,3.97,15.89,0,,No,No,No,0,,0,,469.89,15.72,4.6,3.8,Success
17-10-2025,11:54,CNR7303165805,CUST23306,Mini,Kalyan Nagar,CV Raman Nagar,,,0,,No,No,No,1,Customer Sick/Coughing,0,,511.44,13.01,,,Cancelled by Driver
26-10-2025,10:53,CNR7945268146,CUST70341,Auto,Marathahalli,Sanjay Nagar,13.31,22.15,0,,No,No,No,0,,0,,445.43,12.41,4.2,4.3,Success
21-10-2025,01:57,CNR6793571932,CUST66883,Prime SUV,Kundalahalli,Jayanagar,,,0,,No,No,No,0,,1,Other Issue,651.91,16.22,,,Incomplete
19-10-2025,02:41,CNR3108627823,CUST44514,Mini,Koramangala 5th Block,Bannerghatta Road,,,0,,No,No,No,1,Customer Sick/Coughing,0,,269.53,3.7,,,Cancelled by Driver
12-10-2025,08:47,CNR7936122371,CUST14616,Auto,Hoskote,Marathahalli,,,0,,Yes,No,No,1,Customer Related Issue,0,,361.05,1.91,,,Cancelled by Driver
16-10-2025,17:40,CNR3792021145,CUST19784,Prime Plus,Banaswadi,KR Puram,6.58,16.49,0,,No,No,No,0,,0,,456.41,7.55,3,4.8,Success
20-10-2025,04:13,CNR6303451090,CUST38748,Mini,Hoodi,Ramamurthy Nagar,,,1,Wrong Address,No,No,No,0,,0,,370.04,12.66,,,Cancelled by Customer
31-10-2025,08:42,CNR5021708211,CUST22053,eBike,Yeshwanthpur,Basavanagudi,5.04,19.26,0,,Yes,No,No,0,,0,,459.29,16.21,3.9,4.4,Success
20-10-2025,14:48,CNR2351677703,CUST70737,Prime SUV,BTM Layout,Varthur,14.11,21.83,0,,No,No,No,0,,0,,137.43,4.17,4.5,4.3,Success
22-10-2025,19:36,CNR7702622637,CUST46948,Auto,Kadugodi,Mahadevapura,11.95,21.48,0,,No,Yes,No,0,,0,,921.04,19.28,4.7,3.9,Success
10-10-2025,07:07,CNR1611135927,CUST96205,eBike,Domlur,Varthur,,,1,Change of Plans,No,No,No,0,,0,,223.93,13.68,,,Cancelled by Customer
23-10-2025,17:17,CNR9051672854,CUST11029,Auto,Cox Town,Whitefield,5.27,12.4,0,,No,No,No,0,,0,,117.08,1.9,4,4.8,Success
23-10-2025,10:42,CNR1698301467,CUST32286,Mini,Yeshwanthpur,Sanjay Nagar,14.34,8.86,0,,No,No,No,0,,0,,844.94,16.74,4.2,4.7,Success
15-10-2025,22:28,CNR1548818387,CUST28049,Auto,Domlur,Bellandur,10,18.41,0,,No,No,No,0,,0,,447.58,14.12,3.7,4.1,Success
30-10-2025,10:18,CNR7012624580,CUST66481,Mini,Banaswadi,Hennur,10.51,11.2,0,,No,No,No,0,,0,,685.26,18.48,5,4.6,Success
31-10-2025,06:05,CNR1880408171,CUST27540,Mini,Electronic City,JP Nagar,,,0,,No,No,No,0,,1,Customer Demand,286.65,13.03,,,Incomplete
27-10-2025,14:03,CNR1227517651,CUST71172,Prime SUV,Varthur,Banashankari,13.27,24.83,0,,No,No,No,0,,0,,387.65,12.45,4.9,4.5,Success
08-10-2025,13:31,CNR3017373826,CUST55118,Mini,Domlur,Richmond Town,4.42,8.76,0,,No,No,No,0,,0,,211.57,20,4.1,3.4,Success
19-10-2025,17:12,CNR2885243671,CUST16794,Mini,Koramangala 5th Block,Nagarbhavi,13.01,20.13,0,,No,No,No,0,,0,,780.66,11,4.9,4.7,Success
05-10-2025,12:31,CNR6824049363,CUST13968,Prime SUV,Banashankari,Ramamurthy Nagar,14.07,21.41,0,,No,No,No,0,,0,,477.88,7.01,4,3.8,Success
12-10-2025,13:56,CNR3152711444,CUST77452,Auto,Banaswadi,Nagawara,,,1,Change of Plans,No,No,No,0,,0,,324.04,2.91,,,Cancelled by Customer
10-10-2025,00:43,CNR7898548543,CUST63879,Auto,Ramamurthy Nagar,JP Nagar Phase 7,11.96,24.56,0,,No,No,No,0,,0,,413.33,4.99,3.6,3.5,Success
22-10-2025,12:36,CNR2684500656,CUST47132,Auto,Malleshwaram,Lalbagh,,,0,,Yes,No,No,0,,1,Customer Demand,326.31,11.36,,,Incomplete
14-10-2025,13:33,CNR1910891735,CUST96824,Prime Plus,Varthur,Basavanagudi,9,7.49,0,,No,No,No,0,,0,,269.61,2.65,3.2,3.7,Success
28-10-2025,23:47,CNR6667366996,CUST82622,Prime Plus,Yeshwanthpur,Domlur,,,0,,No,No,No,1,Personal Car Issue,0,,301.56,10.73,,,Cancelled by Driver
22-10-2025,14:36,CNR9661976466,CUST96264,Auto,Lalbagh,Banashankari,,,1,Wrong Address,No,No,No,0,,0,,458.33,12.05,,,Cancelled by Customer
12-10-2025,19:46,CNR7031914199,CUST78154,Auto,Basavanagudi,Banaswadi,11.45,22.74,0,,No,No,No,0,,0,,646.55,11.54,3.7,4.2,Success
24-10-2025,04:49,CNR4680789868,CUST32630,Auto,Ulsoor,Bellandur,9.69,24.32,0,,Yes,No,No,0,,0,,186.08,17.29,4.6,4.4,Success
13-10-2025,16:24,CNR3030643076,CUST35537,Auto,Cox Town,Banashankari,4.9,18.05,0,,No,No,No,0,,0,,680.41,9.65,3.7,4.1,Success
21-10-2025,07:45,CNR6452107665,CUST82264,Prime Plus,Yeshwanthpur,Cox Town,,,0,,No,No,No,1,Personal Car Issue,0,,234.18,8.86,,,Cancelled by Driver
21-10-2025,01:34,CNR3449028910,CUST42245,eBike,Brookefield,Hoskote,,,0,,No,No,No,1,Customer Related Issue,0,,290.18,12.97,,,Cancelled by Driver
17-10-2025,05:20,CNR7938786166,CUST42261,Prime SUV,HSR Layout,JP Nagar Phase 7,7.65,7.77,0,,No,No,No,0,,0,,245.19,15.41,3.9,3.4,Success
01-10-2025,07:41,CNR6797058327,CUST46754,Auto,BTM Layout,Ulsoor,,,1,Wrong Address,No,No,No,0,,0,,442.76,19.37,,,Cancelled by Customer
22-10-2025,19:50,CNR7916530788,CUST17671,Mini,Indiranagar,Yelahanka,9.27,8.06,0,,No,No,No,0,,0,,498.23,16.77,4.3,4.8,Success
10-10-2025,01:01,CNR9242729457,CUST80089,Prime Plus,Domlur,Jayanagar,,,0,,Yes,No,No,1,Customer Sick/Coughing,0,,260.8,9.32,,,Cancelled by Driver
26-10-2025,11:17,CNR1637075384,CUST15614,eBike,Brookefield,Richmond Town,,,0,,Yes,No,No,1,Personal Car Issue,0,,721.67,16.54,,,Cancelled by Driver
05-10-2025,07:04,CNR7010739252,CUST51652,Prime Plus,JP Nagar Phase 7,Nagarbhavi,14.08,8.19,0,,No,No,No,0,,0,,900.62,5.83,4.6,3.5,Success
11-10-2025,12:52,CNR6021910855,CUST38091,Prime Plus,Vijayanagar,Basavanagudi,4.86,9.55,0,,No,No,No,0,,0,,936.09,15.16,3.3,4.8,Success
10-10-2025,20:28,CNR2483722569,CUST90362,Mini,Hennur,Domlur,,,0,,No,No,No,1,Customer Related Issue,0,,407.32,13.51,,,Cancelled by Driver
06-10-2025,22:58,CNR5049493137,CUST48691,Prime SUV,HSR Sector 2,Sarjapur Road,10.3,15.74,0,,Yes,No,No,0,,0,,231.74,19.88,3.9,4.1,Success
15-10-2025,00:17,CNR9976167580,CUST73373,Prime Plus,Ulsoor,Bellandur,4.33,7.57,0,,No,No,No,0,,0,,446.4,12.24,3.4,5,Success
09-10-2025,01:16,CNR6124405894,CUST94471,Auto,Whitefield,Yelahanka,11.18,15.35,0,,No,No,No,0,,0,,377.1,17.32,4.6,3.2,Success
08-10-2025,18:09,CNR4758056075,CUST65212,Mini,Hebbal,CV Raman Nagar,,,0,,No,No,No,1,Too Many People,0,,301.73,10.5,,,Cancelled by Driver
23-10-2025,05:55,CNR8114430222,CUST32082,Prime SUV,HSR Layout,Yeshwanthpur,4.74,21.26,0,,No,No,No,0,,0,,247.45,11.41,4.2,5,Success
23-10-2025,05:16,CNR6393347536,CUST89783,eBike,Frazer Town,Hennur,9.83,9.73,0,,No,Yes,No,0,,0,,156.89,8.75,4.6,4.4,Success
06-10-2025,01:55,CNR8465290129,CUST61893,Prime SUV,JP Nagar,Nagarbhavi,7.97,22.52,0,,No,No,No,0,,0,,397.63,15.16,3.2,5,Success
06-10-2025,21:50,CNR4070684375,CUST75109,Auto,Banashankari,Vijayanagar,,,0,,No,No,No,1,Too Many People,0,,888.8,6.3,,,Cancelled by Driver
17-10-2025,13:54,CNR6163829804,CUST73113,Auto,Brookefield,Malleshwaram,,,0,,No,No,No,1,Customer Sick/Coughing,0,,275.44,10.15,,,Cancelled by Driver
12-10-2025,13:45,CNR1527041493,CUST71659,eBike,Jayanagar,MG Road,4.85,16.95,0,,No,No,No,0,,0,,278.38,11.17,4.8,3.7,Success
07-10-2025,13:01,CNR7871112222,CUST72302,Prime Plus,Koramangala 5th Block,Kadugodi,10.61,22.24,0,,No,No,No,0,,0,,1810.88,14.57,4.8,4.6,Success
05-10-2025,12:16,CNR7770803587,CUST82349,Prime Plus,HSR Layout,Indiranagar,,,1,Wrong Address,No,No,No,0,,0,,427.25,5.43,,,Cancelled by Customer
16-10-2025,01:24,CNR3317375725,CUST50167,Prime Plus,Whitefield,Rajajinagar,7.21,21.79,0,,No,No,No,0,,0,,1892.72,1.4,3.6,5,Success
23-10-2025,08:24,CNR3156543363,CUST43299,Auto,JP Nagar Phase 7,Yeshwanthpur,10.3,10.26,0,,No,Yes,No,0,,0,,620.94,8.14,4.2,4.3,Success
06-10-2025,05:29,CNR6915940616,CUST51542,Prime SUV,JP Nagar,Rajajinagar,14.02,20.58,0,,No,No,No,0,,0,,613.29,1.06,3.2,3.2,Success
08-10-2025,16:35,CNR4572222690,CUST98805,Mini,Ulsoor,KR Puram,5.57,24.89,0,,No,No,No,0,,0,,390.69,6.53,3.2,3.8,Success
03-10-2025,22:27,CNR7172828740,CUST42994,Prime Plus,Indiranagar,Mahadevapura,13.71,16.46,0,,No,No,No,0,,0,,889.28,12.67,3.5,3.9,Success
08-10-2025,13:12,CNR1515725546,CUST99020,Mini,JP Nagar,Jayanagar,11.4,20.99,0,,No,No,Yes,0,,0,,289.74,15.97,4.9,4.7,Success
29-10-2025,16:00,CNR3278787527,CUST99410,Mini,Frazer Town,JP Nagar Phase 7,5.47,24.61,0,,No,No,No,0,,0,,222.24,16.37,4.1,4.4,Success
07-10-2025,00:13,CNR7764370656,CUST10148,Prime Plus,Hebbal,Marathahalli,4.85,24.42,0,,No,No,No,0,,0,,302.47,1.2,4.6,3.5,Success
17-10-2025,06:06,CNR9334081939,CUST57227,Prime SUV,Horamavu,BTM Layout,2.61,14.82,0,,No,No,No,0,,0,,168.13,6.56,4.2,3.6,Success
19-10-2025,06:54,CNR6238006342,CUST48637,Prime Plus,HSR Layout,Sanjay Nagar,,,1,Wrong Address,No,No,No,0,,0,,148.06,19.25,,,Cancelled by Customer
26-10-2025,15:23,CNR6898440176,CUST73360,Mini,Sanjay Nagar,Kadugodi,,,0,,No,No,No,1,Too Many People,0,,298.17,2.34,,,Cancelled by Driver
20-10-2025,16:44,CNR8729759472,CUST32352,Auto,Hebbal,Banashankari,,,0,,No,No,No,1,Personal Car Issue,0,,359.82,8.09,,,Cancelled by Driver
14-10-2025,14:32,CNR2789229067,CUST55299,Prime Plus,Indiranagar,Sarjapur Road,3.4,14.16,0,,No,No,No,0,,0,,773.64,12.19,3.3,4.7,Success
25-10-2025,01:29,CNR4375510487,CUST92065,Mini,Bellandur,Horamavu,4.15,21.56,0,,No,No,No,0,,0,,552.91,8.69,3.1,4.6,Success
28-10-2025,14:24,CNR4604857589,CUST92758,Prime SUV,Yelahanka,Nagawara,,,0,,No,No,No,1,Customer Related Issue,0,,997.21,10.68,,,Cancelled by Driver
06-10-2025,14:28,CNR6752398440,CUST78756,Prime SUV,Rajajinagar,Lalbagh,7.73,23.62,0,,No,No,No,0,,0,,550.26,14.55,3.7,4.3,Success
31-10-2025,21:22,CNR7175751103,CUST84167,eBike,KR Puram,Hebbal,6.88,8.36,0,,No,No,No,0,,0,,477.34,17.43,4.3,3.8,Success
07-10-2025,17:15,CNR2995769948,CUST27817,eBike,CV Raman Nagar,HSR Sector 2,2.56,18.3,0,,No,No,No,0,,0,,332.98,1.65,3.3,4.8,Success
30-10-2025,03:13,CNR2128934069,CUST63154,Auto,Nagarbhavi,Marathahalli,4.8,12.05,0,,No,No,No,0,,0,,758.46,4.36,3.8,3,Success
05-10-2025,21:43,CNR3235581588,CUST96722,Prime SUV,JP Nagar Phase 7,MG Road,,,0,,No,No,No,0,,1,Customer Demand,755.03,8.66,,,Incomplete
19-10-2025,20:05,CNR2081674856,CUST66312,Prime SUV,KR Puram,Electronic City,10.62,23.01,0,,No,No,Yes,0,,0,,448.03,1.26,4.8,3.9,Success
21-10-2025,04:37,CNR3348626877,CUST39525,Auto,JP Nagar Phase 7,Indiranagar,13.14,13.54,0,,No,No,No,0,,0,,408.19,14.83,4,4.4,Success
28-10-2025,15:32,CNR3693920869,CUST26389,Mini,Lalbagh,Hennur,2.85,23.66,0,,No,No,No,0,,0,,305.44,7.66,4.1,4.1,Success
07-10-2025,11:21,CNR2556013607,CUST52237,Prime Plus,Hoodi,Yelahanka,,,0,,No,No,No,0,,1,Vehicle Breakdown,422.33,3.82,,,Incomplete
09-10-2025,04:36,CNR7234110933,CUST70921,Mini,Bellandur,Bannerghatta Road,,,0,,No,No,No,1,Too Many People,0,,412.25,13.52,,,Cancelled by Driver
12-10-2025,13:16,CNR9662585348,CUST77606,Auto,Marathahalli,KR Puram,,,1,Change of Plans,No,No,No,0,,0,,656.87,18.3,,,Cancelled by Customer
25-10-2025,16:42,CNR8802412577,CUST30307,Mini,Koramangala,MG Road,,,0,,No,No,No,1,Customer Related Issue,0,,313.36,6.03,,,Cancelled by Driver
15-10-2025,19:41,CNR9857235242,CUST21581,eBike,Banashankari,Yeshwanthpur,4.1,21.19,0,,No,No,No,0,,0,,495.21,7.98,3.1,3.6,Success
15-10-2025,06:37,CNR6872277829,CUST34169,Auto,Peenya,Varthur,,,1,Change of Plans,No,No,No,0,,0,,141.04,4.29,,,Cancelled by Customer
28-10-2025,17:32,CNR3210335045,CUST94781,Auto,Yeshwanthpur,Marathahalli,9.94,9.34,0,,No,No,No,0,,0,,433.41,3.58,3.6,3.9,Success
24-10-2025,22:44,CNR7159928703,CUST42722,Auto,Sanjay Nagar,HSR Sector 2,6.68,19.59,0,,No,No,No,0,,0,,236.55,8.17,4.1,4.8,Success
21-10-2025,20:55,CNR5526120717,CUST34868,eBike,KR Puram,Hoskote,,,0,,No,No,No,0,,1,Other Issue,133.71,8.56,,,Incomplete
16-10-2025,13:07,CNR2622345376,CUST65693,Auto,Nagarbhavi,Whitefield,,,1,Wrong Address,No,Yes,No,0,,0,,578.95,19.65,,,Cancelled by Customer
23-10-2025,22:07,CNR9989729981,CUST42058,Prime SUV,Kalyan Nagar,Horamavu,8,15.04,0,,No,No,No,0,,0,,315.06,4.29,4.8,3.9,Success
20-10-2025,06:37,CNR7905179784,CUST40067,Mini,Koramangala,HSR Layout,4.24,16.2,0,,No,No,No,0,,0,,405.56,19.92,3.4,3.3,Success
26-10-2025,11:20,CNR5638441856,CUST65462,Auto,CV Raman Nagar,Jayanagar,6.58,9.67,0,,No,No,No,0,,0,,237.28,13.26,4.6,4.6,Success
15-10-2025,08:14,CNR2069159968,CUST10006,Auto,JP Nagar Phase 7,Yelahanka,2.35,11.99,0,,No,No,No,0,,0,,187.44,11.42,4.2,4.7,Success
05-10-2025,09:03,CNR8898363947,CUST10247,Auto,BTM 2nd Stage,Cox Town,4.01,7.89,0,,No,No,No,0,,0,,1299.76,6.42,3.7,3.3,Success
12-10-2025,10:17,CNR8674736733,CUST94147,Auto,Frazer Town,BTM Layout,,,0,,No,No,No,1,Customer Sick/Coughing,0,,285.48,7.41,,,Cancelled by Driver
04-10-2025,21:43,CNR9707872954,CUST82749,Auto,Jayanagar,Mahadevapura,2.27,9.13,0,,No,No,No,0,,0,,755.31,13.29,3.1,4.7,Success
03-10-2025,02:25,CNR3127306663,CUST30243,eBike,Nagarbhavi,JP Nagar,4.72,20.52,0,,No,No,No,0,,0,,310.73,18.44,4.9,4.7,Success
31-10-2025,21:11,CNR7809257954,CUST48428,Auto,Yeshwanthpur,Ulsoor,,,1,Change of Plans,No,No,No,0,,0,,898.26,1.95,,,Cancelled by Customer
29-10-2025,10:23,CNR4533487819,CUST83359,Auto,Basavanagudi,RT Nagar,,,1,Change of Plans,No,No,No,0,,0,,587.67,3.91,,,Cancelled by Customer
27-10-2025,22:35,CNR3126002703,CUST86586,eBike,Hebbal,Mahadevapura,3.9,22.58,0,,No,No,No,0,,0,,684.51,17.79,3.9,4.2,Success
29-10-2025,01:50,CNR8077098199,CUST39333,Mini,BTM 2nd Stage,KR Puram,,,0,,No,No,No,0,,1,Vehicle Breakdown,325.51,13.64,,,Incomplete
01-10-2025,16:55,CNR1201233119,CUST10729,Auto,Mahadevapura,HSR Sector 2,8.75,24.59,0,,No,No,No,0,,0,,437.36,16.91,4,4.5,Success
13-10-2025,02:48,CNR2363461414,CUST49728,Auto,Mahadevapura,Rajajinagar,5.54,8.21,0,,No,No,No,0,,0,,812.92,8.63,3.6,4.3,Success
05-10-2025,15:53,CNR8312853983,CUST70849,Prime Plus,Sanjay Nagar,Horamavu,9.1,17.76,0,,No,No,No,0,,0,,486.11,3.8,4,4,Success
12-10-2025,22:32,CNR9222094180,CUST87488,Prime SUV,Kalyan Nagar,Malleshwaram,4.71,15.61,0,,No,No,No,0,,0,,114.44,14.95,4.6,3.5,Success
02-10-2025,12:38,CNR3823281388,CUST63005,Prime Plus,RT Nagar,Jayanagar,,,0,,No,No,No,1,Too Many People,0,,327.68,9.91,,,Cancelled by Driver
06-10-2025,15:30,CNR5170285247,CUST28946,Mini,CV Raman Nagar,Indiranagar,2.67,14.16,0,,No,No,No,0,,0,,566.08,16.06,3.6,3.9,Success
05-10-2025,21:09,CNR8951601388,CUST95875,eBike,Sarjapur Road,Banashankari,7.76,13.38,0,,No,No,No,0,,0,,832.06,15.86,4.8,3.2,Success
27-10-2025,17:34,CNR6513688200,CUST90334,Mini,Hoskote,Whitefield,9.23,15.25,0,,No,No,No,0,,0,,460.26,9.2,4,4,Success
18-10-2025,14:49,CNR8780761498,CUST96318,Auto,Marathahalli,Basavanagudi,12.68,20.74,0,,No,No,No,0,,0,,293.86,8.86,4.1,4.4,Success
24-10-2025,07:27,CNR7862229051,CUST45121,Prime SUV,Bellandur,JP Nagar Phase 7,2.52,8.84,0,,No,No,No,0,,0,,399.28,4.26,3.1,3.2,Success
05-10-2025,00:23,CNR1114243574,CUST34876,Prime Plus,Hebbal,Ulsoor,2.84,8.28,0,,No,No,No,0,,0,,752.28,17.37,3.1,4.6,Success
18-10-2025,03:49,CNR3385151212,CUST90930,Auto,Varthur,Whitefield,,,1,Wrong Address,No,No,No,0,,0,,480.79,2.15,,,Cancelled by Customer
16-10-2025,02:00,CNR9019195546,CUST18868,eBike,Rajajinagar,Nagawara,12.99,24.82,0,,No,No,No,0,,0,,769.07,18.99,5,3.2,Success
17-10-2025,21:12,CNR7790746427,CUST46911,Prime SUV,Malleshwaram,Koramangala 5th Block,,,0,,No,No,No,1,Customer Related Issue,0,,524.2,16.16,,,Cancelled by Driver
02-10-2025,11:13,CNR8826989454,CUST74746,Mini,Hennur,Lalbagh,11.99,14.13,0,,No,No,No,0,,0,,230.66,2.78,4.1,4.7,Success
17-10-2025,11:35,CNR2137881194,CUST90768,Prime Plus,Whitefield Main Road,Koramangala,,,1,Change of Plans,No,No,No,0,,0,,993.8,9.52,,,Cancelled by Customer
10-10-2025,07:39,CNR1195945977,CUST45963,Prime SUV,JP Nagar,Ramamurthy Nagar,2.29,19.76,0,,No,No,No,0,,0,,481.95,11.32,4,3.2,Success
26-10-2025,19:20,CNR9077458092,CUST21586,Auto,Peenya,Electronic City,5.47,21.32,0,,No,No,No,0,,0,,231.02,6.91,3.9,4.2,Success
03-10-2025,04:20,CNR7122119609,CUST17235,Auto,Ramamurthy Nagar,JP Nagar,,,1,Change of Plans,No,No,No,0,,0,,805.3,10.87,,,Cancelled by Customer
14-10-2025,16:03,CNR2725113775,CUST82829,Auto,MG Road,Sanjay Nagar,,,1,Wrong Address,No,No,No,0,,0,,906.19,19.71,,,Cancelled by Customer
19-10-2025,01:01,CNR5393173660,CUST22781,Auto,Hebbal,Basavanagudi,,,0,,No,No,No,1,Personal Car Issue,0,,160.28,13.9,,,Cancelled by Driver
12-10-2025,18:27,CNR1730171544,CUST60258,Prime Plus,CV Raman Nagar,Whitefield,,,0,,No,No,No,0,,1,Vehicle Breakdown,212.87,18.12,,,Incomplete
26-10-2025,06:05,CNR4637363878,CUST12348,Mini,Koramangala 5th Block,HSR Layout,,,0,,No,No,No,1,Too Many People,0,,493.46,7.41,,,Cancelled by Driver
01-10-2025,16:02,CNR2645897103,CUST12161,Prime Plus,Richmond Town,Ramamurthy Nagar,4.96,8.09,0,,No,No,No,0,,0,,113.22,10.62,3,3.6,Success
07-10-2025,01:36,CNR4659123041,CUST43670,Auto,Richmond Town,Koramangala,11.05,7.58,0,,No,No,No,0,,0,,292.56,13.47,4.8,3.3,Success
26-10-2025,17:46,CNR9031570406,CUST65295,Mini,Jayanagar,Kadugodi,3.36,7.78,0,,No,No,No,0,,0,,580.18,16.48,4.4,3.1,Success
07-10-2025,20:25,CNR3931842848,CUST73583,Mini,Ramamurthy Nagar,Kalyan Nagar,10.06,24.22,0,,No,No,No,0,,0,,110.51,14.8,4.3,5,Success
13-10-2025,07:12,CNR7057386397,CUST55474,Prime SUV,Rajajinagar,Bellandur,11.95,21.45,0,,No,No,No,0,,0,,766.93,6.28,3.6,3.2,Success
09-10-2025,23:04,CNR6388837235,CUST86251,Auto,KR Puram,Nagarbhavi,6.47,14.65,0,,No,No,No,0,,0,,343.51,9.5,3.2,4,Success
05-10-2025,12:24,CNR7723782100,CUST20342,Prime Plus,Ulsoor,Banaswadi,,,1,Change of Plans,No,No,No,0,,0,,580.66,4.38,,,Cancelled by Customer
04-10-2025,11:39,CNR9794497182,CUST38414,Auto,Peenya,Nagawara,,,0,,No,No,No,0,,1,Other Issue,674.7,3.52,,,Incomplete
05-10-2025,07:28,CNR9416415252,CUST29295,Auto,Mahadevapura,Indiranagar,7.87,6.52,0,,No,No,No,0,,0,,316.32,3.9,3.8,3.6,Success
24-10-2025,06:51,CNR2661576467,CUST40774,Prime Plus,Cox Town,Nagawara,,,0,,No,No,No,1,Customer Sick/Coughing,0,,232.13,2.02,,,Cancelled by Driver
24-10-2025,10:03,CNR3190643202,CUST39316,eBike,Banaswadi,Mahadevapura,7.25,11.25,0,,No,No,No,0,,0,,494.76,2.52,4.7,4.1,Success
